que
thymum
fragro
fortuno
surgunt!
fastigium
suspicio1
infero
saepio
nebula
mirabilis
dico2
cerno
ulli.
stupeo
haereo
defigo
templum
iuuenis
caterva
ripa
iugum
diana
chorus
mille
glomero
pharetra
umerus
superemineo
taceo
per-tento
gaudium
laetus
operio
foris
diva
testudo
saeptum
subnixus
re-sedeo
opus1
iustus
traho
concursus
accedo
teucrorumque
turbo1
dispello
aveho
obstipesco
percutio
metus
auidus
coniungo
dexter
incognitus
turbat.
dissimulo
cauus
speculor
amingo
fortuna
linquo
nam
eo
oro
clamor
introgressi
coram
copia
coepio
justitia
frenaris
miser
prohibeo
infer
parco
pius
gener
propius
aspicio
noster
nos
ferrum
popularis
praeda
uolo
superbia
graii
cognomen
uber
glaeba
nunc
fama
paruus
dux
de
nomen
curro
assurgo
nimbosus
caecus
procax
supero
salum
inuius
paucus
adnato
qui1
tam
barbarum2
mos
permitto
hospitium
harenae;
ueto
consisto
humanus
mortalia
temno
spero
nefandus
justus
alter
armis.
seruo
vesco
aetherius
adhuc
crudelis
occubo
umbra
officium
certo2
paeniteo
regio
troianoque
clarus
quasso
licet
subduco
aptaris
trabs
stringo
remus
sin
absumo
salus
optume
habeo
resto
fretus1
saltem
adveho
breuis
demitto
profor
soluo
secludo
cura
durus
novitas
cogo
molior
custos
nescio
vir
incendium
ob-tundo
gesto
auerto
seu
aruum
siue
optas
auxilium
dimitto
pariter
consido
statuo
tyriusque
discrimen
utinam
compello1
idem
adsum
equidem
lustraris
exter
eicio
errat.
ibi
comito
decurro
procul
insania
ciuis
credo
hostis
puto
donum
careo
notus
includo
lignum
occulto2
fabricor
machina
inspicio
aliquis
error
ne
quisquis
timeo
ferentes.
fatus
hasta
curvus
alvus
contorqueo
sto
tremo
recutio
insono
caverna
laeuus
foedaris
latebra
sacerdos
sollemnis
taurus
macto
ecce
autem
geminus
tranquillus
horresco
immensus
orbis
anguis
incumbo
tendunt;
arrideo
sanguineus
ceterus
lego
volumen
fio
sufficio
sibilo
lambo
lingua
vibro
diffugio
exsanguis
duo
nascor
serpens
amplector
uter
implico
depasco
artus;
ligo1
collum
squameus
ceruix
divello
nodus
perfundo
sanies
vitta
uenenum
horreo
mugio1
fugio
saucius
incertus
securis
lapsus
delubrum
draco
effugio
tritonidis
tego
uerus
tremefacio
insinuo
pavor
scelus
expendo
sacer
robur
scelero
intorqueo
simulacrum
conclamo
divido
pando2
accingo
rotaris
subicio
stuppeus
intendo
scando
fatal
puer
puella
gaudeo
in-labor1
urbi.
inclutus
limen
substo
uterus
sonitus
tamen
immemor
monstrum
infelix
sacro
sisto
arce.
tunc
iussus
umquam
ulter
dies
festus1
velo
tempus
quies
mortalis
incipio
gratus
serpo
somnus
maestus
fleo
rapto
biga
cruento
puluis
pes
trajectus2
tumeo
quantus
muto1
redeo
exuuias
induo
uel
squaleo
barba
con-cerno
crinis
patrius
ultro
video
compellaris
expromo
uoces:
lux
mora
exspectas
uena
funero
indignus
serenus1
foedo
cur
cerno?
nihil
quaero
uanus
moror
gemitus
heu
natus
culmen
satis
pergama
defendo
commendo
capio
comes
pererro
denique
potens
adytum
effero1
penetral
circumsto
horror
carus
imago
aequaevus
uita
exhalo
desero
direptor
respicio
lustrum
desero2
saltus1
secerno
ferenti.
infestus
everro
praemetuo
communis
ex-ardeo
ulciscor
sumo
scilicet
incolumis
mycenas
triumphus
ministris?
occido
totiens
sudo
ita
etsi
memorabilis
femineus
uictoria
laus
exstinguo
nefas
laudo
ex-pleo
ultrix
cinis
satio1
meorum.
furio1
offero
purus
refulgeo
almus
parens
confiteor
caelicola
soleo
prehendo
contineo
addo
indomitus
excito
fur
quonam
recessit?
aetas
conjunx
undique
erro
acies
resisto
haurio
ensis.
facies
culpo
inclemens
euerto
ops
obduco
hebeto
umidus
caligo2
neu
praecipio
pareo
recuso
disjecto
undo
fumus
emoveo
quatio
eruo
in-sedeo
effulgeo
saeuus
vireo1
suscito
nusquam
absum
sistam.
commisceo
grando
passim
iuuentus
nepos1
ager
amnis
devenio
pronuba
signum
fulcio
conscius
ululo
letum
species
moueo
furtivus
meditor
conjugium
praetexo
culpa
velox
mobilitas
vigeo
acquiro
eo1
mox
attollo
solum
nubila
condio
irrito1
extremus
perhibeo
coeo
progigno
celer1
pernix
ala
quot
pluma
uigil
subter
totidem
surgo
medium
declino
lumen
somno;
turris
territo
fingo
tenax
nuntio
uerum
multiplex
sermo
repleo
inficio
canebat:
digno
iungo
luxus
cupido
diffundo
ora.
protinus
detorqueo
incendo
sero
centum
excubiae
cruor
pinguis
solus
uarius
floreo
serta
amens
rumor
accendo2
amarus
supinis:
pingo
epulor
torus
libo1
an
fulmen
nequiquam
terrifico
inanis
miscent?
exiguus
pretium
aro
lex
repello
dominus
semivir
mitra
madeo
subnecto
munus
inanem.
tango
planta
fundo2
novo
stellatus
iaspis
fulvus
ensis
murex
laena
tenuis
tela
discerno
aurum
continuo
invado
uxorius
exstruo
obliviscor
regnator
celer
mandatum
auras:
struo
tero
otium
tantaris
gloria
heres
romanaque
debetur.
loquor
relinquo
euanuit
aspectus
obmutesco
coma
fauces
haesit.
attono
moneo
amb-eo1
affor
exordium
vario
verso
alterno
potis
sententia
serestum
quando
rumpo
tento
aditus
mollis
modus
ocior
facessunt.
fallo
amantem?
praesentio
excipio
impius
defero
armaris
paro
saeuio
inops
incensum
bacchor
commoveo
excio
sacrum
stimulo
trietericus
Orgia
cithaeron
tandem
perfidus
decedo
morior
funus
quin
hiberno
propero
alienus
ignotus
undosus
lacrima
reliquus
Hymenaeus
bene
misereor
iste
prex
exuo
propter
nomadumque
tyrannus
odi
infensus
pudor
adeo1
moribundus
hospes
quoniam
destruo
iarbas
suscipio
suboles
paruulus
ludo
omnino
uiderer.
immotus
obnitor
enumero
ual
numquam
nego
promereo
pigeo
spiritus
abscondo
furtum
praetendo
taeda
foedero
pateo
auspicium
sponte
recidivus
gruneus
lycius
jubeo
libycaeque
detineo
inuidia
regna.
quotiens
umeo
astrum
igneus
admoneo
turbidus
terreo
fraudo
aruis.
interpres
testo
uterque
manifesto2
intro
desino
querelis;
sequor.
imprimo
inultus
umbras.
omen
mortis.
collabor
atrium
concutio
lamentum
resono
plangor
aliter
immitto
exanimus
exterreo
unguis
pugna
clamo
germanus1
fraus
petebas?
rogus
queror
voco
ambo
hora
patro
lympha
abluo
halitus
legam.
gradus
euado
germana
foueo
sicco
uestis
conor
rursus
deficio
revolvo
reperio
misero
obeo
resolvo
artus.
quia
pereo
nondum
flavus
aufero
damno
ergo
croceus
roscidus
penna
aduerto
color
devolo
supra
seco
dilabor
calor
recessit.
acheron
undas.
caenum
uorago
aestuo
cocuto
eructo
portitor
flumen
terribilis
squalor
mentum
canities
incultus
sordidus
dependeo
amicio
contus
subigo
ministro
ferrugineus
subuecto
cumba
senex
crudus
senectus
mater
magnanimus
auctumnus
auis
frigidus
trans
apricus
transmitto
nauta
tristis
summoveo
miror
tumultus
uirgo
liuidus
uerrunt?
longaeuus
genero
cocuti
palus
iuro
est;
sepelio
raucus
fluentum
transporto
volito
demum
admitto
exopto
reuisunt.
uestigium
miseror
iniquus
iter
perago
propinquo
inde
adverto
aggredior
increpo
armo
faris
istinc
comprimo
gradior
umbraris
somnium
soporae:
uiuus
uectaris
carina
laeto
lacus
pirithoumque
quamquam
gigno
invictus
solium
domina
thalamus
deduco
adorti.
amphrusia
uates
insidiae
janitor
latro1
castus1
patruus
descendo
ramus
agnoscas.
resido
admiror
uenerabilis
uirga
caeruleus
propinquat.
deturbo
fori
alueus
gemo
pondus
sutilis
multa1
rimosus
fluuius
informis
limus
expono
ulva
latratus
trifauci
persono
recubo
colubra
soporo
medico
frugis
offa
obicio
fames
rabidus
guttur
ob-jacio
resoluo
extendo
occupo
inremeabilis
undae.
recens
iuxta
obscurus
qual
mensis
luna
est:
nuntius
fides
inuitus
cessi.
sentus
profundo
suus
queo
discessus
subtraho
nostro.
alloquor
est.
torvus
lenio
figo
cautes
refugio
umbrifer
pristinus1
respondeo
sychaeus
prosequor
spiro
aes
marmor
meo
describo
radio
dicent:
memento
ars
subjectus
debellaris
superbos.
spolium
opimus
ingredior
eques
gallus1
rebello
suspendo
egregius
fulgeo
frons1
parum
deicio
stirps
nepos
strepitus
circa
instar
ipso!
circumvolo
oborior
luctus
ultra
nimius
propago1
proprius
tumulus
praeterlabor
latinus
avus
iacto
alumnus
pietas1
priscus1
impunis
obuius
fodio
calcaris
armus
asper
lilium
plenus
purpureus
spargo1
accumulis
fungor
munere.
vago
lustro1
singulus
venio
exinde
doceo
quisque
modo
corneus1
verus
facilis
exitus
candeo
perficio
niteo
elephantus
insomnis
manes
sibyllam
emitto
eburnus
reviso
gallia
incolo1
tertius
gallus
appello
institus
differo
aquitanis
garumna
matrona
propterea
cultus
humanitas
prouincia
mercator
con-meo
effemino
pertineo
importo
germanus
uirtus
praecedo
fere
cottidianus
proelium
obtineo
initium
belgae
attingo
heluetiis
vergo
septentrio
orior
inferus
specto
pyrenaeos
hispania
occasus
apud
nobilis
dives
messala
pupio
consul
cupiditas
induco
coniuratio
nobilitas
ciuitas
persuadeo
exeo
perfacilis
potior
natura
finitimus
bellor
cupidus
afficio
multitudo
fortitudo
angustus
arbitror
longitudo
passus
ccxl
latitudo
clxxx
adduco
auctoritas
permoveo
constituo
proficisco
comparo
iumentor
carrus
coemo
sementis
frumentum
suppeto
pax
amicitia
confirmo
confacio
biennium
profectio
deligo1
legatio
catamantaloedis
filius
amicus
dumnorigi
aeduo
principatus
plebs
filia
matrimonium
factus
probo
obtendo
dubius
exercitus
oratio
firmus
indicium
enuntio
oportet
cremo
dictio
familia
decem
cliens
conduco
incito
exsequor
magistratus
mortuus
suspicio
conscio
nihilum
oppidum
duodecim
vicus
quadringenti
priuo
aedificium
praeterquam
comburo
reditio
periculum
metior
cibaria
tulingis
uti
consilium
proficiscor
transeo
oppugnarant
asciscunt
difficilis
rhodanum
singuli
impendeo
perpaucus
allobroges
nuper
pacatum
fluo
vado1
genaua
pons
existimo
comparo1
convenio
aulus
d.
kal
lucius
caesar
peruenio
totus1
miles
impero
ulterior
legio
rescindo
aduentus
legatus
uerucloetius
princeps
maleficium
rogo
uoluntas
memoria
pello
concedo
facultas
spatium
intercedo
delibero
id.
revorto
..
barbaris
cognosco
praemitto
equitatus
essedarius
plerusque
consuo
subsequor
difficultas
magnitudo
nisi
ignosco
impedio
desiliendum
pugno
paulus
progredior
expeditus
audacter
co-jacio
insuefactus
perterreo
imperitus
alacritas
studium
pedestribus
uto
animaduerto
inusitatus
usus
removeo
oneraria
incitaris
sagitta
tormentum
propello
sub-moveo
figuro
motus
pedis
cuncto
altitudo
decima
aquila
contestor
feliciter
evenio
desilite
inquam
prodo
publicus
imperator
praestitero.
proicio
cohortas
dedecus
uniuersus
de_-sileo
item
appropinquo
acer
ordo
firmiter
insisto
occurro
aggregabat
magnopere
perturbo
aliqui
singularis
incitas
adorio
circumsisto
universi
scapha
longaris
speculatorius
navigium
compleo
laboro
subsidium
summitto
con-sequor
impetus
pristinus
desum
statim
obses
polliceor
atrebas
demonstraueram
britanniam
orator
comprehendo
coiecerant
remitto
imprudentia
longinquus
arcesso
remigraris
conuenio
commendaris
quartus
xuiii
demonstro
lenis
castrum
tempestas
proficio
jacio
necessarius
proveho
accido1
maritimus
consuesco
curo
deligo2
afflicto
administro
auxilio
complures
funis
armamenta
amitto
navigo
inutilis
necesse
perturbatio
reportaris
reficio
hiemo
prouideo
con-loquor
intellego
paucitas
exiguitas
impedimentum
rebellio
produco
reditus
intercludo
nemo
postea
confido
itaque
paulatim
discedo
clam
euentus
intermitto
suspicor
cottidie
confero
gravis
affligo
materia
comportaris
nauigaris
commodus1
consuetudo
frumentas
septimus
interpono
remaneo
uentitaret
statio
ineo
cohors
succedo
confestim
paulum
procedo
sustineo
confercio
coix
demeto1
delitesco
dis-permulceo
depono
meto2
adorior
interficio
perturbauerant
esseda
circumdo
perequito
terror
turma
insinuauerunt
desiliunt
proelio
auriga
interim
excedo
colloco
stabilitas
pedes
exercitatio
declive
praeceps
moderaris
temo1
percurro
nouitas
opportunus
lacesso
continuus
praedicauerunt
perpetuus
libero
expello
demonstrauerunt
pedito
celeritas
nanciscor
circiter
xxx
diu
occido1
siccitas
prouenerat
hibernus
collocaris
distribuo
caius
quintus
esubios
quarta
titus
confinis
quaestor
plancus1
praeficio
conscribo
eburones
maximus
ambiorigis
sabinus
cotta
praesum
inopia
frumentarius
medeor
haris
praeter
pacatissimam
quoad
moraris
benevolens
restituo
regno
palam
auctor
interfacio
uereor
impulsus
carnutes
trado
munio
quindecim
repentinus
defectio
catuuolco
cottaeque
comportauissent
treueri
concito
lignator
oppugno1
ascendissent
equester
despero
oppugnatio
colloquium
prodeo
communio1
controversia
minuo
colloquor
arpineius
familiaris
tituri
quidam
missus
uentitaris
beneficium
debeo
stipendium
aduatucis
consuesset
aduatuci
seruitus
catena
eiusmodi
porro
humilitas
probaris
superaris
praesertim
recipero
libertas
satisfecerit
ratio
officio
consulo
biduus
uelintne
priusquam
labienum
quinquaginta
amplus
levo1
gratia
neglego
permouebantur
humilis
romanus
exsisto
controuersia
aurunculeius
tribunus
prima
centurio
temere
injussus2
quantasuis
testimonium
postremo
turpis
serus
clamito
adjungo
calamitas
brevis
occasio
arbitraris
tasgeti
contemptio
subsum
victoria
contumelia
redigo
militaris
peruenturos
consentio
quidem
dissentio
praesens
obsidio
disputatio
vincio
exaudio
sapio
accido
abs
reposco1
perendinus
conjungo
reicio
relego1
intereant.
consurgo
dissensio
pertinacia
perspicio
perduco
permoueo
pronuntio
consumo
uigilia
circumspicio
instrumentum
excogito
quare
languor
augeo
amicus1
nocturnus
bipertito
occulo
exspecto
convallis
valles
ascensus2
provideo
trepido
concursaris
dispono
timidus
negotium
cogito
pronuntiaris
reprehendo
incommodus
alacer
desperatio
arripio
reseruaris
proinde
par
tametsi
pro-curro
animaduersa
conicio
cedo1
leuitas
noceo
praeceptum
diligens
observo
nudaris
circumueniebantur
uito
conflictas
octava
baluentio
pilis
femur
tragula
traicio
lucanius
circumvenio
subvenio
adhortor
adverro
vulnero
cohorto
pompeius
impetraris
communico
colloquantur
persevero
abicio
condicio
consultum
instituo
circumuenio
petrosidius
aquilifer
intra
occaedes
elabor
pervenio
aduatucos
concitas
posterus
intereo
profiteor
adiutor
grudios
leuacos
pleumoxios
geidumnos
improuisus
aduolo
perfero
lignatio
intercipio
oppugnaris
concurro
sustento
adipiscor
littera
propono
praemium
ob-sedeo
via
munitio
comportauerant
admodum
xx
incredibilis
oppugno
pridie
deinceps
praeuro
muralis
pilus1
contabulo
pinnae
cratis
attexo
ualetudo
potestas
commemoro
ostento
praesidium
diffido
inueterasco
nolo
iustitia
impetro
uallum
xu
captiuus
ferramentor
idoneus
gladius
caespes
circumcido
exhaurio
circuitus
iii
falx
captivus
ferveo
fusilis
argilla
glandes
feruefacta
jaculus
stramentum
iacio
sicut
pario
exploro
scalae
conflagraris
demigro
paene
euentum
constipauerant
intermissus
adigo
contingo1
recedo
nutus
introeo
lapis
succendo
uorenus
quisnam
antefero
simultas
dubito
uorene
iudicabit.
extra
irrumpo
existimatio
mediocris
procurro
exanimo
protego
regrediendi
verutus
balteus
vagina
educo
succurro
conuerto
comminus
concido
contentio
certamen
diiudicaris
conficio
defensor
deprehendo
crucio
neco
uertico
honestus
perfugio
seruus
illigo
undecimus
xxu
atrebatum
scribo
commodum
antecursor
attribuo
tolero
deveho
interitus
caedes
perscribo
equito
opinio
epistula
ammentum
hortor
retineo
adhaereo
dempta
perlego
conuentus
recito
laetitia
dubitatio
advenio
adhibeo
tributor
genus1
druidum
divinus
intersum
sacrificium
procuro
religio
interpretor
adulescens
disciplina
facinus
hereditas
decerno
decretum
interdico
interdictum
impii
defugio
contagio
reddo
druidibus
summa
excello
dignitas
suffragium
regius
consecro
transfero
disco
druides
tribuo
pendo
militia
uacatio
immunitas
excitas
uersuum
edisco
permaneo
mando
vulgus
studeo
litteraris
diligentia
perdisco
mundus
immortalis
disputo
incido
injuria
illatas
propulso
uerso
ambago
potentia1
natio
dedo
morbus
victima
immolo
voveo
placaris
institutum
contexo
uimen
supplicium
latrocinium
noxius
innocens
inuentor
quaestus
pecunia
martes
depello
artificium
dimicaris
deuouent
animal
conspicaris
quispiam
occultaris
prognatus
praedico2
spatior
finio
natalis
liber
adolesco
puerilis
assisto
uxor
dos
aestimatio
conjunctim
fructus2
illustriore
propinquus
seruilis
quaestio
comperio
excrucio
magnificus
sumptuosus
chordus1
diligo
commodus
administraris
sancio
neue
temerarius
falsum
judico
concilium
uetus
mollio
uerrant
sub-mergo
galea
inlidit
pronus
tabula
rima
arcus
ductor
penitus
redoleo
obtueor
juba1
sinuo
spira
clipeus
innubo
caecus1
largus1
pario2
roseus1
avello
pravus
uigilo
pecus2
semianimis
cubo
necto
uiridis
defungor
inhumo
fluvius
vates
glaucus
a-nosco
inuictus
obaeratus
uicus
commeatus
novus
peditas
lorica
sagulis
priuatus
administer
mercor
fruor
nex
